alert_key,alert_id,transaction_key,customer_key,account_key,aml_rule_key,alert_date_key,severity,risk_points,investigation_status,reason_category,synthetic_data_flag
119363741389030867,AML-2B8D431DDAAB06D1,118623688865643242,163870747016877544,294728521380376385,316861408653127041,20250315,medium,18,open,High-risk geography,True
331451857123261576,AML-8B9D313DF6061983,118623688865643242,163870747016877544,294728521380376385,1013115407186803838,20250315,medium,20,open,Unusual cross-border activity,True
70017718195963921,AML-33151F67D2AA5DEC,118623688865643242,163870747016877544,294728521380376385,69515675679568663,20250315,medium,18,open,Device or session risk,True
431184228809175104,AML-B74C1E1D870719E1,118623688865643242,163870747016877544,294728521380376385,289051792576040010,20250315,low,10,open,Unusual merchant or channel pattern,True
245235605371113439,AML-08EA2716D062DA97,364508334903302047,1054376342709458876,520910676214269524,1013115407186803838,20250315,medium,20,open,Unusual cross-border activity,True
201414270423462273,AML-1B546278CFD4A6C9,281423012545866535,163870747016877544,880793152861886776,1003914630646670938,20250315,high,35,open,Structuring or smurfing,True
876819174421881316,AML-E9EA9CBF7B8585EC,281423012545866535,163870747016877544,880793152861886776,316861408653127041,20250315,medium,18,open,High-risk geography,True
302136455657676016,AML-84C9030E5166AD99,281423012545866535,163870747016877544,880793152861886776,1013115407186803838,20250315,medium,20,open,Unusual cross-border activity,True
174204094083955116,AML-D6303FBE652492E9,281423012545866535,163870747016877544,880793152861886776,69515675679568663,20250315,medium,18,open,Device or session risk,True
478243245756580767,AML-BA8525BB10F3A456,281423012545866535,163870747016877544,880793152861886776,289051792576040010,20250315,low,10,open,Unusual merchant or channel pattern,True
29562304851307658,AML-D65EAF5D01842C50,1019455943339841031,792492243155335315,462022051628064999,1013115407186803838,20250316,medium,20,open,Unusual cross-border activity,True
522965891359104935,AML-27F5DB661D96BCE3,1019455943339841031,792492243155335315,462022051628064999,289051792576040010,20250316,low,10,open,Unusual merchant or channel pattern,True
639211593319599208,AML-1CFAC8B47FEAC546,585179432074515591,320081434803039496,291176389937850411,316861408653127041,20250316,medium,18,open,High-risk geography,True
79822190438228475,AML-C3D614B9EB97AF39,585179432074515591,320081434803039496,291176389937850411,289051792576040010,20250316,low,10,open,Unusual merchant or channel pattern,True
985449921694913805,AML-69107BCDFB3F038C,71953205412914736,2998887372558569,635830200991750991,1003914630646670938,20250316,high,35,open,Structuring or smurfing,True
611677611604483808,AML-D65A24C03D05943E,71953205412914736,2998887372558569,635830200991750991,1013115407186803838,20250316,medium,20,open,Unusual cross-border activity,True
539876815747339111,AML-FD8B7AB537BD4A8D,71953205412914736,2998887372558569,635830200991750991,69515675679568663,20250316,medium,18,open,Device or session risk,True
643441581322419029,AML-F39738418457CB74,71953205412914736,2998887372558569,635830200991750991,289051792576040010,20250316,low,10,open,Unusual merchant or channel pattern,True
121985251212998785,AML-2F22C6FCA761F078,1000572873435944797,611540535713970351,108056156896782744,1013115407186803838,20250316,medium,20,open,Unusual cross-border activity,True
596381368386667780,AML-AB80BF6CF24C15C1,1000572873435944797,611540535713970351,108056156896782744,289051792576040010,20250316,low,10,open,Unusual merchant or channel pattern,True
476270833910387975,AML-6D6B4E17B52DC87F,916904758026914353,1033318739550670801,919260359890702111,1013115407186803838,20250316,medium,20,open,Unusual cross-border activity,True
640295065602691701,AML-B0FA5ECBBD094584,916904758026914353,1033318739550670801,919260359890702111,289051792576040010,20250316,low,10,open,Unusual merchant or channel pattern,True
473965721121225657,AML-9B4217AACA723FBE,815987813153202880,1033318739550670801,99333578095426031,1003914630646670938,20250316,high,35,open,Structuring or smurfing,True
476967810100876872,AML-181B934647871582,815987813153202880,1033318739550670801,99333578095426031,1013115407186803838,20250316,medium,20,open,Unusual cross-border activity,True
41065296902586934,AML-20B2040FC95770D0,815987813153202880,1033318739550670801,99333578095426031,289051792576040010,20250316,low,10,open,Unusual merchant or channel pattern,True
462614584804763544,AML-5E6D81691DA9445D,781204370986996781,932358628292143676,411026441119755728,1003914630646670938,20250317,high,35,open,Structuring or smurfing,True
17524256322642341,AML-9552A85FDC85DCFA,781204370986996781,932358628292143676,411026441119755728,1013115407186803838,20250317,medium,20,open,Unusual cross-border activity,True
715620468134344747,AML-E6D48A3D27C11558,781204370986996781,932358628292143676,411026441119755728,69515675679568663,20250317,medium,18,open,Device or session risk,True
634609891462459968,AML-7BBA79D7E5439AE8,204703824155583059,1070459304141638972,94675419470005165,316861408653127041,20250317,medium,18,open,High-risk geography,True
760616345357576962,AML-F39999C05BC8A61F,204703824155583059,1070459304141638972,94675419470005165,1013115407186803838,20250317,medium,20,open,Unusual cross-border activity,True
362979915613993846,AML-75FB8C0387D12C78,204703824155583059,1070459304141638972,94675419470005165,69515675679568663,20250317,medium,18,open,Device or session risk,True
1021300215919050145,AML-3A7222629C26E27C,204703824155583059,1070459304141638972,94675419470005165,807211356388451501,20250317,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
61684769850638027,AML-D102DC3C6B602FDC,930849785157271208,646455403059666207,457469734952547010,1013115407186803838,20250317,medium,20,open,Unusual cross-border activity,True
521038863601207720,AML-5AEAD6D5EC469668,930849785157271208,646455403059666207,457469734952547010,289051792576040010,20250317,low,10,open,Unusual merchant or channel pattern,True
256654515904278822,AML-569BC40316FE9908,675198898687817695,1054376342709458876,1132562117222242589,1013115407186803838,20250317,medium,20,open,Unusual cross-border activity,True
750984776375273005,AML-FC894D8A145A267E,275815797431138942,1148133427243247577,56906685155519018,289051792576040010,20250317,low,10,open,Unusual merchant or channel pattern,True
699479332596345048,AML-98189192BD0567C5,964046321623195559,710233541031274161,502571709308802329,69515675679568663,20250317,medium,18,open,Device or session risk,True
667103537212650287,AML-4C42EE81999082A5,964046321623195559,710233541031274161,502571709308802329,807211356388451501,20250317,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
87996198510667422,AML-FB6F7D89F2770D97,964046321623195559,710233541031274161,502571709308802329,289051792576040010,20250317,low,10,open,Unusual merchant or channel pattern,True
441012506278872639,AML-1B32249609538081,167869758369901315,263756791415439406,448078394640568799,289051792576040010,20250317,low,10,open,Unusual merchant or channel pattern,True
1021438988964494662,AML-C48DB23F155575E2,616510672468394219,1054376342709458876,1132562117222242589,1013115407186803838,20250318,medium,20,open,Unusual cross-border activity,True
519696336628014473,AML-ABFA77FB9E9BE44C,616510672468394219,1054376342709458876,1132562117222242589,289051792576040010,20250318,low,10,open,Unusual merchant or channel pattern,True
1146210224571149186,AML-B808224B6D2D8835,618462709863742101,611540535713970351,108056156896782744,69515675679568663,20250318,medium,18,open,Device or session risk,True
654895268418923097,AML-CA9C1284CD7064B9,210248449998686642,594906817873445698,491741179394764822,1013115407186803838,20250319,medium,20,open,Unusual cross-border activity,True
590963558909678822,AML-48C45AC7DADD4818,210248449998686642,594906817873445698,491741179394764822,1019656728711465498,20250319,medium,16,open,Repeated failed transactions,True
653470504021061050,AML-9817CC7E349B1B48,210248449998686642,594906817873445698,491741179394764822,289051792576040010,20250319,low,10,open,Unusual merchant or channel pattern,True
63470958673777852,AML-2FC6071C8F5C3191,305079706661265887,792492243155335315,462022051628064999,1013115407186803838,20250319,medium,20,open,Unusual cross-border activity,True
386845606543497659,AML-8AD101BF9C58E99B,305079706661265887,792492243155335315,462022051628064999,289051792576040010,20250319,low,10,open,Unusual merchant or channel pattern,True
1023379478803270341,AML-32DEE79CD80A7335,776189074291436088,767710371338206292,1088693605223291994,316861408653127041,20250319,medium,18,open,High-risk geography,True
754456021837894175,AML-3CE0CC772174CDC1,776189074291436088,767710371338206292,1088693605223291994,807211356388451501,20250319,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
208564441805279627,AML-395FB33948783E16,776189074291436088,767710371338206292,1088693605223291994,289051792576040010,20250319,low,10,open,Unusual merchant or channel pattern,True
770934355900760439,AML-2C0E7C0331F2574C,306990609595379015,137345824585252467,658201891893618978,69515675679568663,20250322,medium,18,open,Device or session risk,True
288006495414546050,AML-AACD0ED4AA59BB2C,306990609595379015,137345824585252467,658201891893618978,807211356388451501,20250322,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
815134569888444799,AML-CEC8E2EA823EE345,306990609595379015,137345824585252467,658201891893618978,289051792576040010,20250322,low,10,open,Unusual merchant or channel pattern,True
131791404990972429,AML-635AED47F56C5946,1007981873526261625,981860125137779078,416396750602658419,69515675679568663,20250322,medium,18,open,Device or session risk,True
239159683977421407,AML-468289B3A896F10D,1007981873526261625,981860125137779078,416396750602658419,807211356388451501,20250322,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
369643779633203799,AML-0AEC9FFF04CBD482,1007981873526261625,981860125137779078,416396750602658419,289051792576040010,20250322,low,10,open,Unusual merchant or channel pattern,True
213505366847569144,AML-A0B8BF15F9B8D386,151603331619917356,906901778771043120,555056382282369007,1003914630646670938,20250322,high,35,open,Structuring or smurfing,True
1140769635268881318,AML-5AEDE6DD7ED66E6F,151603331619917356,906901778771043120,555056382282369007,316861408653127041,20250322,medium,18,open,High-risk geography,True
676487845354570446,AML-B2C073D210792F04,151603331619917356,906901778771043120,555056382282369007,1013115407186803838,20250322,medium,20,open,Unusual cross-border activity,True
398299538811446461,AML-338CC6301A1B1825,620944146887560985,1070459304141638972,527344343098768408,316861408653127041,20250322,medium,18,open,High-risk geography,True
144662209146852779,AML-BC73848844E9F6A1,620944146887560985,1070459304141638972,527344343098768408,1013115407186803838,20250322,medium,20,open,Unusual cross-border activity,True
522653339992409469,AML-D8AB65A93B75404F,620944146887560985,1070459304141638972,527344343098768408,69515675679568663,20250322,medium,18,open,Device or session risk,True
884106070941882455,AML-DA93EBDE91099010,620944146887560985,1070459304141638972,527344343098768408,807211356388451501,20250322,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
285160456597556797,AML-D067CE229A6FE887,620944146887560985,1070459304141638972,527344343098768408,289051792576040010,20250322,low,10,open,Unusual merchant or channel pattern,True
859658399516898375,AML-4BE518E603E50EC2,386908165240435251,1033318739550670801,919260359890702111,1003914630646670938,20250322,high,35,open,Structuring or smurfing,True
352448903460441209,AML-861043EF522DCAF1,386908165240435251,1033318739550670801,919260359890702111,1013115407186803838,20250322,medium,20,open,Unusual cross-border activity,True
961622754849926328,AML-BA1ED933F3D5B6B6,386908165240435251,1033318739550670801,919260359890702111,69515675679568663,20250322,medium,18,open,Device or session risk,True
828104753412532200,AML-F6689658214D8054,91777129724750508,577222200404687494,728329029225822548,316861408653127041,20250323,medium,18,open,High-risk geography,True
298173238673598881,AML-178B3E9B63BD5E6F,91777129724750508,577222200404687494,728329029225822548,1013115407186803838,20250323,medium,20,open,Unusual cross-border activity,True
1054687732673878819,AML-58190DAB1732A24F,91777129724750508,577222200404687494,728329029225822548,289051792576040010,20250323,low,10,open,Unusual merchant or channel pattern,True
1035988435365264921,AML-344D9E5EF689D3AC,937053200298043765,264419407905059310,591653940470532005,69515675679568663,20250323,medium,18,open,Device or session risk,True
21256728344834,AML-6C95D3B2214CCE15,937053200298043765,264419407905059310,591653940470532005,289051792576040010,20250323,low,10,open,Unusual merchant or channel pattern,True
37167235491273244,AML-BA077D7A88FE652C,144863305725398040,792492243155335315,253910557471322838,1013115407186803838,20250323,medium,20,open,Unusual cross-border activity,True
173274300554743910,AML-5E964C8625A2EA29,998442639602274692,1101053381991883786,33534841193262571,69515675679568663,20250323,medium,18,open,Device or session risk,True
834045307828507020,AML-E6CAAEA65FF8A58B,998442639602274692,1101053381991883786,33534841193262571,289051792576040010,20250323,low,10,open,Unusual merchant or channel pattern,True
208410550675339365,AML-EB3375F0CF83D306,494780605326878629,611540535713970351,326778585699112868,316861408653127041,20250323,medium,18,open,High-risk geography,True
760506729727567015,AML-0D5052C70F89C309,494780605326878629,611540535713970351,326778585699112868,1013115407186803838,20250323,medium,20,open,Unusual cross-border activity,True
160910601141362401,AML-F3E1CD8D913B698F,494780605326878629,611540535713970351,326778585699112868,69515675679568663,20250323,medium,18,open,Device or session risk,True
269578730335792654,AML-4E04725D263785F6,420952962775887120,767710371338206292,1088693605223291994,316861408653127041,20250323,medium,18,open,High-risk geography,True
845367053617686129,AML-1526ED4965ECC713,420952962775887120,767710371338206292,1088693605223291994,1013115407186803838,20250323,medium,20,open,Unusual cross-border activity,True
194547476366411034,AML-156B3E1F917620D2,420952962775887120,767710371338206292,1088693605223291994,69515675679568663,20250323,medium,18,open,Device or session risk,True
465503244507183632,AML-A2E8B3186F400783,420952962775887120,767710371338206292,1088693605223291994,807211356388451501,20250323,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
709830658069492767,AML-6417B16BDA74CA9B,709979920001363085,906901778771043120,716425263025136515,1003914630646670938,20250323,high,35,open,Structuring or smurfing,True
537771000048038418,AML-3748A17B37AEA665,709979920001363085,906901778771043120,716425263025136515,1013115407186803838,20250323,medium,20,open,Unusual cross-border activity,True
879633443691960393,AML-0E249E3B0EB76C35,709979920001363085,906901778771043120,716425263025136515,289051792576040010,20250323,low,10,open,Unusual merchant or channel pattern,True
349671830989637561,AML-DE2279BC25D2C566,944482007282282026,163870747016877544,294728521380376385,1013115407186803838,20250324,medium,20,open,Unusual cross-border activity,True
734291896525408474,AML-4B3876BB9A965FDE,944482007282282026,163870747016877544,294728521380376385,289051792576040010,20250324,low,10,open,Unusual merchant or channel pattern,True
199876936670065787,AML-581E11B07269C994,25866398552926617,440725821471311782,1072486410339210730,316861408653127041,20250324,medium,18,open,High-risk geography,True
287880316925154499,AML-C7FA5BF38CD8E6D1,25866398552926617,440725821471311782,1072486410339210730,69515675679568663,20250324,medium,18,open,Device or session risk,True
303711492039863500,AML-B8962E3E04DBB0F7,25866398552926617,440725821471311782,1072486410339210730,289051792576040010,20250324,low,10,open,Unusual merchant or channel pattern,True
713150734900298494,AML-E1D335E5869EC956,1116032190622790740,886539501005936162,914137268872445635,316861408653127041,20250324,medium,18,open,High-risk geography,True
1045756157657721133,AML-7421A2F4A1EE43DA,1116032190622790740,886539501005936162,914137268872445635,69515675679568663,20250324,medium,18,open,Device or session risk,True
376810186643833458,AML-0F7F928475157978,1116032190622790740,886539501005936162,914137268872445635,289051792576040010,20250324,low,10,open,Unusual merchant or channel pattern,True
996671752804003784,AML-4490A93381CC6EE0,200222895362811633,900434523684820099,314247167000425439,1003914630646670938,20250324,high,35,open,Structuring or smurfing,True
462359842325017055,AML-7CB734C3F72FF609,200222895362811633,900434523684820099,314247167000425439,316861408653127041,20250324,medium,18,open,High-risk geography,True
1149443474720120978,AML-F88E0B4895929F78,200222895362811633,900434523684820099,314247167000425439,1013115407186803838,20250324,medium,20,open,Unusual cross-border activity,True
361166000846031996,AML-6B81C48DC861CB13,200222895362811633,900434523684820099,314247167000425439,807211356388451501,20250324,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
723541416943692742,AML-1C69C5288C4CF5B2,958375039241366995,249615748465308303,709320434956483274,1013115407186803838,20250324,medium,20,open,Unusual cross-border activity,True
569217346228973606,AML-06EFCF74A5D4ED53,958375039241366995,249615748465308303,709320434956483274,69515675679568663,20250324,medium,18,open,Device or session risk,True
735891287509510118,AML-4A6700A827A66856,958375039241366995,249615748465308303,709320434956483274,289051792576040010,20250324,low,10,open,Unusual merchant or channel pattern,True
794093724890342151,AML-70A1B3759561A6DE,137261987112616633,1095817946956588938,666381739299142097,1003914630646670938,20250324,high,35,open,Structuring or smurfing,True
872341372216480889,AML-7617C1DB4E988F91,137261987112616633,1095817946956588938,666381739299142097,289051792576040010,20250324,low,10,open,Unusual merchant or channel pattern,True
984990456656330032,AML-FEE5C4F6F53506BA,540026296434099093,440725821471311782,1072486410339210730,550203189520272734,20250324,high,30,open,Rapid movement of funds,True
92909501365422017,AML-7332475EF3FEDB1F,540026296434099093,440725821471311782,1072486410339210730,69515675679568663,20250324,medium,18,open,Device or session risk,True
616478063745567278,AML-36F6FA037B3F09B2,833950480038275010,1033318739550670801,919260359890702111,721623311219476228,20250324,high,30,open,High-value transaction,True
1135005257909722990,AML-EEB0CAFB1EF8D5BB,833950480038275010,1033318739550670801,919260359890702111,1003914630646670938,20250324,high,35,open,Structuring or smurfing,True
498072397289834785,AML-B3BD066B4AF69E40,833950480038275010,1033318739550670801,919260359890702111,1013115407186803838,20250324,medium,20,open,Unusual cross-border activity,True
622791045045773276,AML-66FD425187DEA9C1,833950480038275010,1033318739550670801,919260359890702111,289051792576040010,20250324,low,10,open,Unusual merchant or channel pattern,True
424677632131351179,AML-6A42F816558F7F01,787886146127463610,264419407905059310,129325058848218403,316861408653127041,20250325,medium,18,open,High-risk geography,True
470723461462257115,AML-B7D42AFFA4545007,787886146127463610,264419407905059310,129325058848218403,69515675679568663,20250325,medium,18,open,Device or session risk,True
1066450812783481598,AML-146FBA6F7E42749B,787886146127463610,264419407905059310,129325058848218403,289051792576040010,20250325,low,10,open,Unusual merchant or channel pattern,True
164861344091693691,AML-132787E513DD1807,814414264240667461,320081434803039496,291176389937850411,1013115407186803838,20250325,medium,20,open,Unusual cross-border activity,True
1055313203498647489,AML-122DB2524154E530,814414264240667461,320081434803039496,291176389937850411,69515675679568663,20250325,medium,18,open,Device or session risk,True
153442604934119980,AML-7425CDA7E6947908,557433211253886914,980708627717825274,892013199572215002,69515675679568663,20250326,medium,18,open,Device or session risk,True
1066049841574438004,AML-24D8219FAA6836AC,179485360567815298,440725821471311782,115963248582034977,1003914630646670938,20250326,high,35,open,Structuring or smurfing,True
185828747299260568,AML-8866117299CACCDE,179485360567815298,440725821471311782,115963248582034977,1013115407186803838,20250326,medium,20,open,Unusual cross-border activity,True
55372662665300205,AML-448CB56D89D91F6C,362869564789664661,980708627717825274,892013199572215002,316861408653127041,20250326,medium,18,open,High-risk geography,True
1080004656505269342,AML-A923C3DE0C93274F,362869564789664661,980708627717825274,892013199572215002,69515675679568663,20250326,medium,18,open,Device or session risk,True
796242294132192060,AML-EAB36D224D2882B5,82847814443294107,246169167661273933,819848316468411696,69515675679568663,20250326,medium,18,open,Device or session risk,True
1093647198465456648,AML-7B8110690305541B,82847814443294107,246169167661273933,819848316468411696,289051792576040010,20250326,low,10,open,Unusual merchant or channel pattern,True
179398909687497243,AML-08D9CBAD8F013671,643955315759271353,1053835074633009439,204027528353931223,1013115407186803838,20250327,medium,20,open,Unusual cross-border activity,True
200076670817454047,AML-804183E2128E35D3,643955315759271353,1053835074633009439,204027528353931223,69515675679568663,20250327,medium,18,open,Device or session risk,True
577413066169612679,AML-DB9413AFD38C8647,643955315759271353,1053835074633009439,204027528353931223,807211356388451501,20250327,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
278975393596791963,AML-07B23C483B633B5E,643955315759271353,1053835074633009439,204027528353931223,289051792576040010,20250327,low,10,open,Unusual merchant or channel pattern,True
651477191777973252,AML-07C2978EE0E276F5,781080402304095728,263756791415439406,1076444576844183813,289051792576040010,20250327,low,10,open,Unusual merchant or channel pattern,True
638268473114833294,AML-7F04237CCA43D036,687911359726966923,2998887372558569,26141885635181124,316861408653127041,20250327,medium,18,open,High-risk geography,True
782508042514640181,AML-30260BCCBE17E550,687911359726966923,2998887372558569,26141885635181124,1013115407186803838,20250327,medium,20,open,Unusual cross-border activity,True
431498802239651085,AML-607A49648F4FF7AB,687911359726966923,2998887372558569,26141885635181124,289051792576040010,20250327,low,10,open,Unusual merchant or channel pattern,True
169499334791725351,AML-91F2D53A886B1167,665276780398595637,1095817946956588938,893300605340112669,1003914630646670938,20250327,high,35,open,Structuring or smurfing,True
128607350042479258,AML-360BE0E3F0D03C16,665276780398595637,1095817946956588938,893300605340112669,316861408653127041,20250327,medium,18,open,High-risk geography,True
718852188862524697,AML-1D56A4022B5DD166,352352396868677803,1095817946956588938,893300605340112669,1003914630646670938,20250327,high,35,open,Structuring or smurfing,True
1008832377794579037,AML-9B325C710848AA59,352352396868677803,1095817946956588938,893300605340112669,1013115407186803838,20250327,medium,20,open,Unusual cross-border activity,True
828724629319319777,AML-324C7F1B15DA7FE8,1086492750675713028,980708627717825274,1051623831929656992,1013115407186803838,20250327,medium,20,open,Unusual cross-border activity,True
468938547673336494,AML-5B7E5CA6DD1156B7,1086492750675713028,980708627717825274,1051623831929656992,69515675679568663,20250327,medium,18,open,Device or session risk,True
1046066490958320913,AML-560C70FF99E7CAF4,569750295330344111,246169167661273933,819848316468411696,69515675679568663,20250327,medium,18,open,Device or session risk,True
151482957009310126,AML-4D12F72F59278E4C,569750295330344111,246169167661273933,819848316468411696,289051792576040010,20250327,low,10,open,Unusual merchant or channel pattern,True
608552811540470284,AML-42F202201D7A6B81,978734247840856809,291382675383148796,1127483755307710558,1013115407186803838,20250327,medium,20,open,Unusual cross-border activity,True
296867820321702210,AML-C1C92BE0B63E208C,978734247840856809,291382675383148796,1127483755307710558,69515675679568663,20250327,medium,18,open,Device or session risk,True
56293452448228972,AML-FF512324D18CCD4D,426126673876678086,900434523684820099,314247167000425439,1013115407186803838,20250327,medium,20,open,Unusual cross-border activity,True
731962584355183963,AML-E1CC56CD2E0F687D,426126673876678086,900434523684820099,314247167000425439,69515675679568663,20250327,medium,18,open,Device or session risk,True
992530785575123197,AML-2DC26E6E6C436196,426126673876678086,900434523684820099,314247167000425439,807211356388451501,20250327,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
616318432007355085,AML-3C58EDB0521B833F,904944203997718125,186499808372984441,314853006901798701,316861408653127041,20250328,medium,18,open,High-risk geography,True
636230407693481458,AML-07F9E75EBD1DC232,904944203997718125,186499808372984441,314853006901798701,289051792576040010,20250328,low,10,open,Unusual merchant or channel pattern,True
986094184947179813,AML-B32DCC45418D8350,238493805674184380,2998887372558569,664561399193858278,316861408653127041,20250329,medium,18,open,High-risk geography,True
39649845001668872,AML-B380BB52F8596E17,238493805674184380,2998887372558569,664561399193858278,1013115407186803838,20250329,medium,20,open,Unusual cross-border activity,True
51817172443301774,AML-C46304360B463468,238493805674184380,2998887372558569,664561399193858278,69515675679568663,20250329,medium,18,open,Device or session risk,True
1057534463335474571,AML-64A8CDFB0E972E6E,535550369820700736,576276543027611612,157448369293970918,1013115407186803838,20250329,medium,20,open,Unusual cross-border activity,True
289748152671248210,AML-DD4622EEDBDEFFE8,535550369820700736,576276543027611612,157448369293970918,289051792576040010,20250329,low,10,open,Unusual merchant or channel pattern,True
1107132979033332673,AML-0198DC039515FAF1,703506012622851203,1148133427243247577,56906685155519018,69515675679568663,20250329,medium,18,open,Device or session risk,True
340809578383073617,AML-4BEDD36151B04441,636662117018326519,1095817946956588938,388201544877015446,1003914630646670938,20250330,high,35,open,Structuring or smurfing,True
942767188702910532,AML-34400AB00A0EAF51,636662117018326519,1095817946956588938,388201544877015446,1013115407186803838,20250330,medium,20,open,Unusual cross-border activity,True
501825351204532545,AML-B9C75C9973C7AA01,790152738873301514,646455403059666207,724925587092794499,316861408653127041,20250331,medium,18,open,High-risk geography,True
254648988570344614,AML-BB9FAB29A8A58958,790152738873301514,646455403059666207,724925587092794499,1013115407186803838,20250331,medium,20,open,Unusual cross-border activity,True
971755703022000185,AML-5C49AA9FDD6FD553,790152738873301514,646455403059666207,724925587092794499,69515675679568663,20250331,medium,18,open,Device or session risk,True
6884531530200909,AML-503868DA22E76919,790152738873301514,646455403059666207,724925587092794499,289051792576040010,20250331,low,10,open,Unusual merchant or channel pattern,True
55352811520894720,AML-D68B765DA56FF2CF,887379913047798912,163870747016877544,294728521380376385,1003914630646670938,20250331,high,35,open,Structuring or smurfing,True
957381182442335645,AML-CF5093B9C6DD2403,887379913047798912,163870747016877544,294728521380376385,1013115407186803838,20250331,medium,20,open,Unusual cross-border activity,True
550629554097323113,AML-571A11C21A42A3E8,887379913047798912,163870747016877544,294728521380376385,289051792576040010,20250331,low,10,open,Unusual merchant or channel pattern,True
759820045821471314,AML-8279907AAF44F2B8,891925229029337662,1054376342709458876,24021971752718965,1003914630646670938,20250331,high,35,open,Structuring or smurfing,True
265807139602465825,AML-EA4610AB7643BB9C,891925229029337662,1054376342709458876,24021971752718965,1013115407186803838,20250331,medium,20,open,Unusual cross-border activity,True
457067568961360978,AML-638EB5F2025035FB,891925229029337662,1054376342709458876,24021971752718965,289051792576040010,20250331,low,10,open,Unusual merchant or channel pattern,True
563888368110957077,AML-FB535B74AF96DD04,713550602351854016,611540535713970351,1028075060812515097,1003914630646670938,20250331,high,35,open,Structuring or smurfing,True
932645319641904798,AML-AA53BFC0E6716C83,713550602351854016,611540535713970351,1028075060812515097,1013115407186803838,20250331,medium,20,open,Unusual cross-border activity,True
814928075750048242,AML-1D057BED34494D18,713550602351854016,611540535713970351,1028075060812515097,69515675679568663,20250331,medium,18,open,Device or session risk,True
269347757115694373,AML-DA6085055E25D8EA,489767784460502465,594906817873445698,491741179394764822,1013115407186803838,20250331,medium,20,open,Unusual cross-border activity,True
603414217668886798,AML-F63BB7AD726D3D19,489767784460502465,594906817873445698,491741179394764822,69515675679568663,20250331,medium,18,open,Device or session risk,True
38063790221704722,AML-BDADBB879EC64E76,801829284114270006,576276543027611612,789839474327816745,1013115407186803838,20250331,medium,20,open,Unusual cross-border activity,True
683133757059740355,AML-F8500949B5EE26BD,715548085952518550,611540535713970351,108056156896782744,1003914630646670938,20250401,high,35,open,Structuring or smurfing,True
662070709543803709,AML-83AB6E02683CBD52,715548085952518550,611540535713970351,108056156896782744,550203189520272734,20250401,high,30,open,Rapid movement of funds,True
218919792238947504,AML-5A3A861E70A46078,715548085952518550,611540535713970351,108056156896782744,1013115407186803838,20250401,medium,20,open,Unusual cross-border activity,True
974243755497974902,AML-27C1154CBF9A78AD,715548085952518550,611540535713970351,108056156896782744,69515675679568663,20250401,medium,18,open,Device or session risk,True
357676348620811661,AML-01648A3E9A0A50B2,715548085952518550,611540535713970351,108056156896782744,289051792576040010,20250401,low,10,open,Unusual merchant or channel pattern,True
855744067401202854,AML-AAAA1873BC213F68,82944132664333977,792492243155335315,14373562833558410,1013115407186803838,20250401,medium,20,open,Unusual cross-border activity,True
131107971383690797,AML-D91462AE41508070,82944132664333977,792492243155335315,14373562833558410,289051792576040010,20250401,low,10,open,Unusual merchant or channel pattern,True
1091254450887976297,AML-143BD2295D35D7BD,1103263549878940589,263756791415439406,448078394640568799,316861408653127041,20250401,medium,18,open,High-risk geography,True
869990951249629667,AML-00286B34439C1B83,1103263549878940589,263756791415439406,448078394640568799,69515675679568663,20250401,medium,18,open,Device or session risk,True
506227522685103429,AML-8204AFC690428C0E,1103263549878940589,263756791415439406,448078394640568799,289051792576040010,20250401,low,10,open,Unusual merchant or channel pattern,True
173765492193237751,AML-C46FB6CFC3D3B02E,464279818694364781,17508513762442371,927022593380583622,316861408653127041,20250402,medium,18,open,High-risk geography,True
583125158027229045,AML-A05D4E2FAF1C2535,464279818694364781,17508513762442371,927022593380583622,807211356388451501,20250402,high,32,open,"KYC, PEP, sanctions, or watchlist exposure",True
382640839305208098,AML-381D8899C8F92D76,464279818694364781,17508513762442371,927022593380583622,289051792576040010,20250402,low,10,open,Unusual merchant or channel pattern,True
243090414718887583,AML-6921C296AF59275E,693926054768766471,980708627717825274,1051623831929656992,316861408653127041,20250402,medium,18,open,High-risk geography,True
1146881140059232579,AML-1105A5B02C2F4E7B,693926054768766471,980708627717825274,1051623831929656992,1013115407186803838,20250402,medium,20,open,Unusual cross-border activity,True
951379872537364822,AML-E079720DFD5C9756,693926054768766471,980708627717825274,1051623831929656992,69515675679568663,20250402,medium,18,open,Device or session risk,True
730988365935342991,AML-5F92FC2D3C921977,693926054768766471,980708627717825274,1051623831929656992,289051792576040010,20250402,low,10,open,Unusual merchant or channel pattern,True
257475136648028074,AML-762D51ACE5569DCD,1044694456813376970,886539501005936162,914137268872445635,316861408653127041,20250402,medium,18,open,High-risk geography,True
