customer_id,component_name,raw_value_summary,normalised_score,configured_weight,weighted_contribution,score_cap,reason,evidence_json
CUST-000008,fraud_model,"{""average_fraud_probability"": 0.4500086307793624, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 0.0, ""high_probability_transaction_ratio"": 0.0, ""maximum_fraud_probability"": 0.6968023771568211, ""predicted_fraud_transaction_count"": 5.0, ""predicted_fraud_transaction_ratio"": 1.0}",58.3404,0.15,8.7511,100.0,5 transactions exceeded the model operating threshold.,"{""average_fraud_probability"": 0.4500086307793624, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 0.0, ""high_probability_transaction_ratio"": 0.0, ""maximum_fraud_probability"": 0.6968023771568211, ""predicted_fraud_transaction_count"": 5.0, ""predicted_fraud_transaction_ratio"": 1.0}"
CUST-000008,kyc,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 2253.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}",0.0,0.2,0.0,300.0,No elevated KYC indicators observed.,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 2253.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}"
CUST-000008,transaction_behaviour,"{""cross_border_ratio"": 0.7777777777777778, ""cross_border_ratio_points"": 14.5833, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 543.37, ""maximum_transaction_amount_points"": 20.0, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 0.0, ""maximum_transaction_velocity_points"": 0.0, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.2777777777777778, ""night_transaction_ratio_points"": 4.6296, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 1616.19, ""total_transaction_amount_points"": 4.8486, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 18.0, ""total_transaction_count_points"": 6.75, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 12.0, ""unique_merchant_country_count_points"": 10.0, ""unique_merchant_country_count_threshold"": 10.0}",65.8115,0.2,13.1623,100.0,maximum_transaction_amount reached 543.37 against 500.00; unique_merchant_country_count reached 12.00 against 10.00; new_device_transaction_count reached 4.00 against 4.00,"{""cross_border_ratio"": 0.7777777777777778, ""cross_border_ratio_points"": 14.5833, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 543.37, ""maximum_transaction_amount_points"": 20.0, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 0.0, ""maximum_transaction_velocity_points"": 0.0, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.2777777777777778, ""night_transaction_ratio_points"": 4.6296, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 1616.19, ""total_transaction_amount_points"": 4.8486, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 18.0, ""total_transaction_count_points"": 6.75, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 12.0, ""unique_merchant_country_count_points"": 10.0, ""unique_merchant_country_count_threshold"": 10.0}"
CUST-000009,aml_alert,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 675.0, ""device_session_alert_count"": 5.0, ""distinct_rules_triggered"": 7.0, ""geography_alert_count"": 4.0, ""high_severity_alerts"": 4.0, ""high_value_alert_count"": 1.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 6.0, ""medium_severity_alerts"": 9.0, ""structuring_alert_count"": 1.0, ""total_aml_alerts"": 19.0, ""total_aml_risk_points"": 345.0}",13.5,0.3,4.05,5000.0,4 high/critical AML alerts; 1 structuring alerts; 19 total AML alerts,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 675.0, ""device_session_alert_count"": 5.0, ""distinct_rules_triggered"": 7.0, ""geography_alert_count"": 4.0, ""high_severity_alerts"": 4.0, ""high_value_alert_count"": 1.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 6.0, ""medium_severity_alerts"": 9.0, ""structuring_alert_count"": 1.0, ""total_aml_alerts"": 19.0, ""total_aml_risk_points"": 345.0}"
CUST-000009,device_session,"{""elevated_session_count"": 1.0, ""elevated_session_count_points"": 10.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 0.0, ""failed_authentication_count_points"": 0.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 10.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 1.0, ""risky_session_count_points"": 8.3333, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}",58.3333,0.15,8.75,100.0,new_device_transaction_count reached 4 against 4; geography_mismatch_count reached 10 against 5; elevated_session_count reached 1 against 1,"{""elevated_session_count"": 1.0, ""elevated_session_count_points"": 10.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 0.0, ""failed_authentication_count_points"": 0.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 10.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 1.0, ""risky_session_count_points"": 8.3333, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}"
CUST-000009,fraud_model,"{""average_fraud_probability"": 0.3841860092709235, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 0.0, ""high_probability_transaction_ratio"": 0.0, ""maximum_fraud_probability"": 0.4381057681435472, ""predicted_fraud_transaction_count"": 3.0, ""predicted_fraud_transaction_ratio"": 1.0}",43.4309,0.15,6.5146,100.0,3 transactions exceeded the model operating threshold.,"{""average_fraud_probability"": 0.3841860092709235, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 0.0, ""high_probability_transaction_ratio"": 0.0, ""maximum_fraud_probability"": 0.4381057681435472, ""predicted_fraud_transaction_count"": 3.0, ""predicted_fraud_transaction_ratio"": 1.0}"
CUST-000009,kyc,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 2791.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}",0.0,0.2,0.0,300.0,No elevated KYC indicators observed.,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 2791.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}"
CUST-000009,transaction_behaviour,"{""cross_border_ratio"": 0.9, ""cross_border_ratio_points"": 15.0, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 514.6, ""maximum_transaction_amount_points"": 20.0, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 0.9025162984523152, ""maximum_transaction_velocity_points"": 2.2563, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.4, ""night_transaction_ratio_points"": 5.0, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 1110.27, ""total_transaction_amount_points"": 3.3308, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 10.0, ""total_transaction_count_points"": 3.75, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 7.0, ""unique_merchant_country_count_points"": 7.0, ""unique_merchant_country_count_threshold"": 10.0}",61.3371,0.2,12.2674,100.0,maximum_transaction_amount reached 514.60 against 500.00; cross_border_ratio reached 0.90 against 0.80; night_transaction_ratio reached 0.40 against 0.30,"{""cross_border_ratio"": 0.9, ""cross_border_ratio_points"": 15.0, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 514.6, ""maximum_transaction_amount_points"": 20.0, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 0.9025162984523152, ""maximum_transaction_velocity_points"": 2.2563, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.4, ""night_transaction_ratio_points"": 5.0, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 1110.27, ""total_transaction_amount_points"": 3.3308, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 10.0, ""total_transaction_count_points"": 3.75, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 7.0, ""unique_merchant_country_count_points"": 7.0, ""unique_merchant_country_count_threshold"": 10.0}"
CUST-000010,aml_alert,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 5916.0, ""device_session_alert_count"": 39.0, ""distinct_rules_triggered"": 7.0, ""geography_alert_count"": 56.0, ""high_severity_alerts"": 30.0, ""high_value_alert_count"": 2.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 31.0, ""medium_severity_alerts"": 95.0, ""structuring_alert_count"": 27.0, ""total_aml_alerts"": 156.0, ""total_aml_risk_points"": 3131.0}",100.0,0.3,30.0,5000.0,30 high/critical AML alerts; 27 structuring alerts; 156 total AML alerts,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 5916.0, ""device_session_alert_count"": 39.0, ""distinct_rules_triggered"": 7.0, ""geography_alert_count"": 56.0, ""high_severity_alerts"": 30.0, ""high_value_alert_count"": 2.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 31.0, ""medium_severity_alerts"": 95.0, ""structuring_alert_count"": 27.0, ""total_aml_alerts"": 156.0, ""total_aml_risk_points"": 3131.0}"
CUST-000010,device_session,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 0.0, ""failed_authentication_count_points"": 0.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 50.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 3.0, ""risky_session_count_points"": 25.0, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}",65.0,0.15,9.75,100.0,risky_session_count reached 3 against 3; new_device_transaction_count reached 4 against 4; geography_mismatch_count reached 50 against 5,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 0.0, ""failed_authentication_count_points"": 0.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 50.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 3.0, ""risky_session_count_points"": 25.0, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}"
CUST-000010,fraud_model,"{""average_fraud_probability"": 0.4887457381717926, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 5.0, ""high_probability_transaction_ratio"": 0.29411764705882354, ""maximum_fraud_probability"": 0.9568582463123368, ""predicted_fraud_transaction_count"": 16.0, ""predicted_fraud_transaction_ratio"": 0.9411764705882353}",74.8582,0.15,11.2287,100.0,Maximum model probability 0.957 exceeded 0.700.,"{""average_fraud_probability"": 0.4887457381717926, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 5.0, ""high_probability_transaction_ratio"": 0.29411764705882354, ""maximum_fraud_probability"": 0.9568582463123368, ""predicted_fraud_transaction_count"": 16.0, ""predicted_fraud_transaction_ratio"": 0.9411764705882353}"
CUST-000010,kyc,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Medium"", ""customer_risk_rating_points"": 30.0, ""customer_tenure_days"": 1302.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}",10.0,0.2,2.0,300.0,synthetic profile rating is Medium,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Medium"", ""customer_risk_rating_points"": 30.0, ""customer_tenure_days"": 1302.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 0.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}"
CUST-000010,transaction_behaviour,"{""cross_border_ratio"": 0.9433962264150944, ""cross_border_ratio_points"": 15.0, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 636.78, ""maximum_transaction_amount_points"": 20.0, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 1.2639572212549477, ""maximum_transaction_velocity_points"": 3.1599, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.320754716981132, ""night_transaction_ratio_points"": 5.0, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 3658.16, ""total_transaction_amount_points"": 10.9745, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 53.0, ""total_transaction_count_points"": 15.0, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 13.0, ""unique_merchant_country_count_points"": 10.0, ""unique_merchant_country_count_threshold"": 10.0}",84.1344,0.2,16.8269,100.0,total_transaction_count reached 53.00 against 40.00; maximum_transaction_amount reached 636.78 against 500.00; cross_border_ratio reached 0.94 against 0.80,"{""cross_border_ratio"": 0.9433962264150944, ""cross_border_ratio_points"": 15.0, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 636.78, ""maximum_transaction_amount_points"": 20.0, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 1.2639572212549477, ""maximum_transaction_velocity_points"": 3.1599, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.320754716981132, ""night_transaction_ratio_points"": 5.0, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 3658.16, ""total_transaction_amount_points"": 10.9745, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 53.0, ""total_transaction_count_points"": 15.0, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 13.0, ""unique_merchant_country_count_points"": 10.0, ""unique_merchant_country_count_threshold"": 10.0}"
CUST-000011,aml_alert,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 667.0, ""device_session_alert_count"": 7.0, ""distinct_rules_triggered"": 5.0, ""geography_alert_count"": 5.0, ""high_severity_alerts"": 2.0, ""high_value_alert_count"": 0.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 6.0, ""medium_severity_alerts"": 12.0, ""structuring_alert_count"": 2.0, ""total_aml_alerts"": 20.0, ""total_aml_risk_points"": 352.0}",13.34,0.3,4.002,5000.0,2 high/critical AML alerts; 2 structuring alerts; 20 total AML alerts,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 667.0, ""device_session_alert_count"": 7.0, ""distinct_rules_triggered"": 5.0, ""geography_alert_count"": 5.0, ""high_severity_alerts"": 2.0, ""high_value_alert_count"": 0.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 6.0, ""medium_severity_alerts"": 12.0, ""structuring_alert_count"": 2.0, ""total_aml_alerts"": 20.0, ""total_aml_risk_points"": 352.0}"
CUST-000011,device_session,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 1.0, ""failed_authentication_count_points"": 25.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 9.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 1.0, ""risky_session_count_points"": 8.3333, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}",73.3333,0.15,11.0,100.0,new_device_transaction_count reached 4 against 4; failed_authentication_count reached 1 against 1; geography_mismatch_count reached 9 against 5,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 1.0, ""failed_authentication_count_points"": 25.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 9.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 1.0, ""risky_session_count_points"": 8.3333, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}"
CUST-000011,fraud_model,"{""average_fraud_probability"": 0.1463131104160019, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 0.0, ""high_probability_transaction_ratio"": 0.0, ""maximum_fraud_probability"": 0.2516833723024462, ""predicted_fraud_transaction_count"": 1.0, ""predicted_fraud_transaction_ratio"": 0.5}",21.9736,0.15,3.296,100.0,1 transactions exceeded the model operating threshold.,"{""average_fraud_probability"": 0.1463131104160019, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 0.0, ""high_probability_transaction_ratio"": 0.0, ""maximum_fraud_probability"": 0.2516833723024462, ""predicted_fraud_transaction_count"": 1.0, ""predicted_fraud_transaction_ratio"": 0.5}"
CUST-000011,kyc,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 532.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 15.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}",5.0,0.2,1.0,300.0,customer tenure is 532 days,"{""aml_watchlist_flag"": 0, ""customer_risk_rating"": ""Low"", ""customer_risk_rating_points"": 0.0, ""customer_tenure_days"": 532.0, ""kyc_points"": 0.0, ""kyc_status"": ""Verified"", ""onboarding_recency_points"": 15.0, ""pep_flag"": false, ""pep_points"": 0.0, ""sanctions_points"": 0.0, ""sanctions_screening_status"": ""Clear"", ""watchlist_points"": 0.0}"
CUST-000011,transaction_behaviour,"{""cross_border_ratio"": 1.0, ""cross_border_ratio_points"": 15.0, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 277.15, ""maximum_transaction_amount_points"": 11.086, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 0.0, ""maximum_transaction_velocity_points"": 0.0, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.1111111111111111, ""night_transaction_ratio_points"": 1.8519, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 715.51, ""total_transaction_amount_points"": 2.1465, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 9.0, ""total_transaction_count_points"": 3.375, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 7.0, ""unique_merchant_country_count_points"": 7.0, ""unique_merchant_country_count_threshold"": 10.0}",45.4594,0.2,9.0919,100.0,cross_border_ratio reached 1.00 against 0.80; new_device_transaction_count reached 4.00 against 4.00,"{""cross_border_ratio"": 1.0, ""cross_border_ratio_points"": 15.0, ""cross_border_ratio_threshold"": 0.8, ""failed_transaction_ratio"": 0.0, ""failed_transaction_ratio_points"": 0.0, ""failed_transaction_ratio_threshold"": 0.1, ""maximum_transaction_amount"": 277.15, ""maximum_transaction_amount_points"": 11.086, ""maximum_transaction_amount_threshold"": 500.0, ""maximum_transaction_velocity"": 0.0, ""maximum_transaction_velocity_points"": 0.0, ""maximum_transaction_velocity_threshold"": 2.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 5.0, ""new_device_transaction_count_threshold"": 4.0, ""night_transaction_ratio"": 0.1111111111111111, ""night_transaction_ratio_points"": 1.8519, ""night_transaction_ratio_threshold"": 0.3, ""total_transaction_amount"": 715.51, ""total_transaction_amount_points"": 2.1465, ""total_transaction_amount_threshold"": 5000.0, ""total_transaction_count"": 9.0, ""total_transaction_count_points"": 3.375, ""total_transaction_count_threshold"": 40.0, ""unique_merchant_country_count"": 7.0, ""unique_merchant_country_count_points"": 7.0, ""unique_merchant_country_count_threshold"": 10.0}"
CUST-000012,aml_alert,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 2015.0, ""device_session_alert_count"": 12.0, ""distinct_rules_triggered"": 5.0, ""geography_alert_count"": 36.0, ""high_severity_alerts"": 1.0, ""high_value_alert_count"": 0.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 19.0, ""medium_severity_alerts"": 48.0, ""structuring_alert_count"": 1.0, ""total_aml_alerts"": 68.0, ""total_aml_risk_points"": 1135.0}",40.3,0.3,12.09,5000.0,1 high/critical AML alerts; 1 structuring alerts; 68 total AML alerts,"{""configured_severity_points"": {""critical"": 50, ""high"": 30, ""low"": 5, ""medium"": 15}, ""critical_severity_alerts"": 0.0, ""derived_raw_points"": 2015.0, ""device_session_alert_count"": 12.0, ""distinct_rules_triggered"": 5.0, ""geography_alert_count"": 36.0, ""high_severity_alerts"": 1.0, ""high_value_alert_count"": 0.0, ""kyc_watchlist_alert_count"": 0.0, ""low_severity_alerts"": 19.0, ""medium_severity_alerts"": 48.0, ""structuring_alert_count"": 1.0, ""total_aml_alerts"": 68.0, ""total_aml_risk_points"": 1135.0}"
CUST-000012,device_session,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 1.0, ""failed_authentication_count_points"": 25.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 33.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 0.0, ""risky_session_count_points"": 0.0, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}",65.0,0.15,9.75,100.0,new_device_transaction_count reached 4 against 4; failed_authentication_count reached 1 against 1; geography_mismatch_count reached 33 against 5,"{""elevated_session_count"": 0.0, ""elevated_session_count_points"": 0.0, ""elevated_session_count_threshold"": 1.0, ""failed_authentication_count"": 1.0, ""failed_authentication_count_points"": 25.0, ""failed_authentication_count_threshold"": 1.0, ""geography_mismatch_count"": 33.0, ""geography_mismatch_count_points"": 20.0, ""geography_mismatch_count_threshold"": 5.0, ""new_device_transaction_count"": 4.0, ""new_device_transaction_count_points"": 20.0, ""new_device_transaction_count_threshold"": 4.0, ""risky_session_count"": 0.0, ""risky_session_count_points"": 0.0, ""risky_session_count_threshold"": 3.0, ""unique_device_count"": 4.0}"
CUST-000012,fraud_model,"{""average_fraud_probability"": 0.15683769623470808, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 0.0, ""high_probability_transaction_ratio"": 0.0, ""maximum_fraud_probability"": 0.4901527597110898, ""predicted_fraud_transaction_count"": 8.0, ""predicted_fraud_transaction_ratio"": 0.7272727272727273}",36.4855,0.15,5.4728,100.0,8 transactions exceeded the model operating threshold.,"{""average_fraud_probability"": 0.15683769623470808, ""fraud_probability_threshold"": 0.05, ""high_fraud_probability_threshold"": 0.7, ""high_probability_transaction_count"": 0.0, ""high_probability_transaction_ratio"": 0.0, ""maximum_fraud_probability"": 0.4901527597110898, ""predicted_fraud_transaction_count"": 8.0, ""predicted_fraud_transaction_ratio"": 0.7272727272727273}"
